Index,House_No,Location,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
1160,House_1160,Suburb,2.924728303,29.23831104,6.773686565,0,0.769974055,8.003499603,16.24346077,1.138734626,15,267.825053,17.43929563,147.0103339,35.98392223,98787.71971
1161,House_1161,Suburb,82.58167506,44.39194545,18.49865934,0,0.877670885,6.321185312,38.30514101,1.965122216,24,301.2495248,20.00987409,392.5550947,38.99593504,97253.49189
1162,House_1162,Countryside,12.88698675,2.191332878,1.210015564,0,0.375993524,6.696664802,63.19007785,1.833184603,17,355.6303311,19.2860048,344.6112521,10.42607371,53978.65338
1163,House_1163,Suburb,33.51188543,30.10460778,9.785107624,0,0.552378142,5.845953423,55.17650536,7.413442158,16,495.0833689,21.64662681,18.03678876,21.04751512,21956.21447
1164,House_1164,Countryside,74.35082563,50.26312426,14.05670984,1,0.588564965,5.349999257,23.88641243,1.626236052,4,366.1894699,19.82682761,229.3799945,21.83988996,1946.142101
1165,House_1165,Suburb,16.0759896,5.617607735,4.438750023,0,0.52578709,8.492861287,35.03842663,5.467279352,11,573.527041,14.98628437,72.49790862,34.78055636,32425.37946
1166,House_1166,Suburb,81.79670241,49.10957294,29.53963433,1,0.517913474,3.753676221,61.78908865,5.254362088,8,508.1467781,18.41380311,397.6050144,12.85241732,92248.19439
1167,House_1167,Countryside,83.2134178,92.71106289,6.272920938,1,0.331361201,5.510680738,86.22464778,3.796331712,3,636.9118687,18.72241193,55.56920495,32.12365529,26189.85238
1168,House_1168,City Center,50.74677338,10.53932181,3.910593901,1,0.711323172,5.067371448,75.56813044,8.833646529,19,450.4809132,21.98020515,223.739045,38.86928826,-11846.37405
1169,House_1169,Countryside,0.638587172,76.44407281,6.106046217,1,0.56172865,5.988904322,55.78660266,2.533898817,14,365.5882071,13.38737911,266.079348,33.77312946,41153.64017
1170,House_1170,City Center,28.70381332,40.96710534,23.07183399,1,0.416876282,5.745791247,36.86700683,4.17216506,9,698.1357839,13.91325503,374.8258619,36.45647105,100442.6308
1171,House_1171,Countryside,61.69269184,65.51737145,12.76516978,1,0.789620101,6.11333719,37.14007648,7.9675435,3,377.8166609,13.55513644,338.9033247,28.62582313,104103.3615
1172,House_1172,City Center,98.1186178,26.0236598,16.96247819,0,0.781536449,3.839513863,88.06231372,1.27380083,4,414.3013199,17.89060114,98.30190853,36.25427465,82362.233
1173,House_1173,City Center,63.1813527,15.94922625,0.63027471,0,0.591834977,6.078849009,4.885114028,7.056553602,4,604.5636127,13.35301072,229.0495805,7.429174779,76646.65088
1174,House_1174,City Center,25.98035811,16.04626143,1.032939257,0,0.479070397,4.454512883,98.8102818,8.347579537,11,244.3181169,18.56007709,381.4295832,28.78209519,160423.021
1175,House_1175,Countryside,63.40057031,7.049194564,13.37476649,0,0.682855635,4.105988094,66.77316567,9.39041055,19,393.245053,20.03774051,294.2867388,29.54321684,102937.2185
1176,House_1176,Countryside,53.99853797,18.56467049,24.4996573,0,0.472891281,3.389005313,68.43263221,8.886669764,16,242.8550467,16.32792924,275.3345394,18.12805691,-3745.57212
1177,House_1177,Countryside,77.98453952,66.4219385,26.55716636,1,0.441604758,7.575915353,4.761785893,3.874457052,23,269.6529333,17.60685082,301.9604317,4.109800227,146659.4023
1178,House_1178,City Center,10.69806388,88.16906118,2.601197028,0,0.738308792,5.564651525,60.94739821,6.277277272,22,202.3204127,21.12722083,129.0024756,25.2753061,79187.01999
1179,House_1179,City Center,76.10279025,81.41256856,16.15089306,0,0.324195144,6.7598621,48.99302795,1.695641438,17,204.7721463,17.69565918,291.7009078,3.023351456,91100.9945
1180,House_1180,Countryside,54.12665787,68.51343099,27.39689059,0,0.356861083,7.36556006,11.47211178,3.320830032,10,390.1439448,14.08605552,93.14190058,15.91369735,97408.72029
1181,House_1181,Countryside,96.29920039,11.04318634,11.63918263,1,0.304072904,7.075899992,28.51427907,1.848001409,24,604.5819025,15.43193798,171.2411084,16.35313893,51848.13885
1182,House_1182,Suburb,34.1872166,28.91874463,24.88697494,1,0.391765912,5.823004315,89.14113117,3.836685611,17,493.5021803,17.29845803,355.9715269,39.95797783,111884.4559
1183,House_1183,Suburb,63.26218931,30.98068753,4.010869632,1,0.341394005,5.327391174,55.44885317,8.876684921,16,517.4570221,13.54897685,7.588458596,12.69227932,49017.54367
1184,House_1184,Suburb,93.20281055,24.99569464,28.06183469,0,0.897481421,5.255759458,41.92824094,4.124501557,20,459.6246188,18.12519835,165.7274601,32.99770358,22911.1234
1185,House_1185,Suburb,10.2509728,51.50056597,22.54269953,0,0.473285982,6.840292782,8.195533428,6.057082927,22,609.8965721,21.99246092,106.7287067,3.073695724,151288.7153
1186,House_1186,Suburb,93.72284872,53.55538149,28.24003178,0,0.389560808,5.96876613,71.69803121,4.900427633,6,640.1893626,18.52534965,79.4358466,21.66087343,177806.0345
1187,House_1187,Countryside,68.78857223,35.68859752,20.29851701,0,0.444597755,8.094793488,70.58223152,5.130248719,7,624.8703641,15.72411144,335.4301686,21.93097546,70413.00796
1188,House_1188,City Center,6.783705911,35.37891587,10.90211796,0,0.861675343,8.248211906,61.79031709,9.726148467,14,606.0660529,15.31746492,278.5994291,25.52124427,43277.87959
1189,House_1189,City Center,30.09635669,82.85555979,28.14543518,1,0.612096134,4.023362268,51.51600198,3.665390214,11,291.3565368,21.31603323,45.05308816,32.59020293,108616.3743
1190,House_1190,Countryside,70.81720886,78.92928483,8.267003289,0,0.518890858,3.817401909,43.94465582,6.645920226,12,496.9381127,20.71514291,197.7853306,30.71501189,53047.68217
1191,House_1191,Countryside,6.735060147,30.77958317,9.965175662,1,0.824034875,6.782405556,59.73383821,4.780564026,14,491.081598,16.7235862,186.7623087,30.679317,110915.2377
1192,House_1192,Countryside,58.21704602,91.37884439,21.02425254,0,0.536994162,4.807354488,24.10614972,1.550315629,5,463.9720019,15.53414565,57.01111761,17.85946344,70287.07764
1193,House_1193,Suburb,34.5883057,95.2815017,22.95948899,1,0.501005142,3.111424313,94.18464735,5.403977485,5,440.4063946,19.10464284,319.9050804,29.37138782,74504.9315
1194,House_1194,Suburb,62.09155178,32.6742542,27.88210452,1,0.424369514,8.331856016,59.29065839,8.320089961,20,244.5852386,15.14502476,146.6695886,20.16131299,118933.2934
1195,House_1195,Suburb,4.574203381,35.44249488,6.144072272,1,0.526678094,4.361404603,31.80805199,1.888776718,22,251.081617,13.19403232,304.7751101,3.611095955,62915.05728
1196,House_1196,Countryside,87.15368062,50.56341534,23.93994106,1,0.490010614,8.57568391,45.51830524,1.626326627,23,651.1407852,15.10152212,76.82504603,35.71708952,117802.8958
1197,House_1197,Countryside,97.34889692,94.11208125,22.1563816,0,0.706382376,7.304606705,80.7627941,2.382683684,15,515.0932196,16.34295982,126.0293846,35.71636894,92864.94777
1198,House_1198,City Center,96.88778553,87.63194331,1.913836688,0,0.473749623,7.575920939,16.99999001,7.879601003,1,331.1586072,14.55411376,38.06837908,13.59227182,74229.3991
1199,House_1199,Countryside,74.96518317,10.25679626,11.61669424,0,0.646319848,4.208768975,29.99072662,7.515958457,24,339.6501946,14.16813726,57.3917079,36.64220215,31801.51986
1200,House_1200,Suburb,13.00862401,39.27307433,8.482963712,1,0.339535299,4.405166554,68.27129425,6.08515992,23,505.0974158,12.06140163,353.2733961,30.5613775,21594.3165
1201,House_1201,City Center,75.82631959,55.33711897,9.134712731,0,0.414773494,6.127606523,32.23343144,5.214037637,9,403.4674873,18.30842781,43.64505767,16.631248,102573.9667
1202,House_1202,Countryside,2.458691646,50.31324726,29.48840639,0,0.544443163,4.032599116,79.4576665,8.994932332,3,420.6620855,18.14448942,38.29248291,13.92871834,99546.89224
1203,House_1203,City Center,2.212355153,19.38630679,19.2833224,0,0.862169552,4.832590156,13.91489523,7.900280415,4,230.3249953,13.88025238,376.1509243,39.03056528,56915.63961
1204,House_1204,City Center,32.36102191,85.88167712,21.53028473,0,0.526351191,4.928774868,76.50593088,8.307480262,16,269.3695936,21.43650072,258.3613839,28.79245156,7086.732732
1205,House_1205,Countryside,48.86431904,67.6940783,29.29852912,1,0.698444473,3.9577796,7.76681977,8.319360712,7,396.6752133,16.09570902,40.36639342,15.77358824,-37095.06177
1206,House_1206,Suburb,77.04074178,83.79083749,11.31605347,1,0.453052333,4.231097,2.246668654,6.784454393,22,549.84321,12.25479434,388.6866956,26.03737163,39295.82539
1207,House_1207,Suburb,68.32953766,85.87642793,24.05520505,0,0.376220146,7.731311052,89.92412836,5.122131619,14,224.0126938,14.19771917,58.8400042,23.28952176,102188.4448
1208,House_1208,City Center,44.59027064,74.83558537,13.0359289,0,0.33512196,4.003175127,58.55258248,8.782099773,16,367.2788964,18.92067484,306.5382901,21.45706089,91890.49508
1209,House_1209,Countryside,27.36266663,43.92106012,26.08601015,0,0.483248099,3.170744351,35.83086281,9.334066758,18,547.535976,14.01619899,13.94054466,26.14337405,106731.8753
1210,House_1210,Countryside,99.71245002,61.0546755,5.419726239,1,0.394596616,6.776129656,24.02686906,1.214254389,16,596.0253952,12.53912459,249.8167189,21.96742657,57995.89998
1211,House_1211,Suburb,42.61813022,16.03654061,28.43058531,1,0.404406269,8.855898716,62.07169254,1.463993859,16,295.110352,18.17706221,218.6815488,26.53682379,24394.38548
1212,House_1212,Countryside,45.13870243,67.36454175,6.563151252,1,0.756455585,4.987282888,51.39121617,9.628689672,2,565.7435659,17.18354791,83.20152417,36.39517393,28766.08325
1213,House_1213,Countryside,16.36238212,17.92532557,9.786615209,0,0.309502843,3.711934219,99.16817978,3.494445525,10,677.705847,19.61265836,257.2584571,39.73733376,153272.847
1214,House_1214,City Center,79.48095487,69.39495905,22.68576702,1,0.634686075,6.422323952,98.33838268,8.860324957,7,653.406075,19.72631389,246.8211973,28.66218806,151876.5233
1215,House_1215,Countryside,69.36822258,22.95981608,11.81265425,1,0.527676828,8.438125267,63.86743205,4.499156071,15,594.6880387,21.59935254,319.3406862,37.18501127,104727.0823
1216,House_1216,Countryside,22.07696128,11.75513002,18.2463413,1,0.60393,7.704370679,44.8441801,2.071900518,9,556.163343,12.57017544,350.3496234,34.4779999,66569.90425
1217,House_1217,Countryside,8.238104562,16.52844901,13.33720503,1,0.637698142,6.73509521,49.62295594,1.723988802,7,317.569154,12.3898942,204.0419763,12.50645852,98632.91696
1218,House_1218,Suburb,68.04993021,0.199213522,22.27109811,1,0.488020617,4.89033898,68.56542756,2.408571092,24,516.9516135,21.87197048,196.1180774,37.38341134,133644.9612
1219,House_1219,Suburb,65.45112143,71.87396179,6.849937571,0,0.477065316,6.25128104,11.05587988,3.249038754,16,521.6369969,18.44847878,248.6383084,3.761551002,106160.5834
1220,House_1220,City Center,27.3259527,73.24010491,1.753739617,0,0.74004111,3.547469048,33.50685531,5.396665185,3,403.410666,19.1537054,291.6830357,13.86695102,47117.28311
1221,House_1221,Suburb,95.08635623,51.49333499,8.997881924,0,0.822766193,7.073672546,8.451951859,7.313481105,17,446.5077309,12.9648202,142.468469,25.95785247,142074.0867
1222,House_1222,Suburb,15.10578918,16.13628011,14.22925995,0,0.415548979,7.350576113,8.262715192,9.877587188,23,547.0142441,12.69812691,201.8567533,21.54970239,1551.144353
1223,House_1223,Suburb,43.2334801,8.355433751,5.040601566,1,0.358571256,8.790189737,20.38808495,4.97356069,8,676.0507679,13.60253594,234.0416743,22.15408332,56873.05163
1224,House_1224,Suburb,94.36159202,1.912896644,10.64391869,0,0.838677484,4.562384152,49.0400722,5.663664481,2,347.6531042,16.27195603,395.3512335,32.00064486,4503.297294
1225,House_1225,City Center,41.97273169,16.5748177,11.99949055,0,0.509937278,3.110738514,78.6926578,5.696341312,20,323.181576,13.10176183,235.0848786,8.593443609,114200.6957
1226,House_1226,Countryside,63.85259477,89.0855535,1.721755311,0,0.630790434,6.273650787,49.06409323,5.854909199,3,500.9034461,16.4633374,89.6746203,39.30094489,32626.00305
1227,House_1227,Countryside,39.7594398,24.15368417,17.49921745,1,0.515725887,7.240743026,34.21218445,5.659665914,8,265.3995557,17.61535903,235.1959433,18.06087086,7743.267608
1228,House_1228,Countryside,27.42152023,35.42713272,26.53030284,0,0.375481402,7.742444855,9.152946043,1.078972796,2,491.2664152,12.00332968,327.7998332,38.04388733,49287.11228
1229,House_1229,City Center,98.3977648,10.53454845,4.552287389,1,0.653598987,4.162433598,55.4792568,1.015523399,19,244.4257425,13.14245631,342.961472,15.94151872,32455.48592
1230,House_1230,Suburb,40.93340063,22.23613047,17.9342404,1,0.615084511,4.570517214,27.85559006,1.878996863,17,445.2919398,15.75195192,320.1001818,24.46968009,59674.09396
1231,House_1231,City Center,89.40992037,51.92245708,19.94217615,1,0.421796136,6.075545552,61.87848361,1.914009431,5,510.2071874,12.53329793,355.2837661,18.56214738,80722.96615
1232,House_1232,City Center,22.99546059,60.77526831,12.58004041,0,0.571121427,4.98360486,97.74158617,7.344072181,20,235.0548196,13.33528973,133.9065368,27.36147139,116259.1679
1233,House_1233,City Center,21.3104704,24.53523142,21.03292762,1,0.778168502,8.16306892,12.02011783,2.844244293,17,303.476576,14.3179639,203.0282484,8.161364446,103605.5875
1234,House_1234,Countryside,3.113408288,5.773215923,12.3219463,0,0.654255662,5.842560922,22.00041447,9.052426943,10,367.6871424,16.29601414,311.8364384,16.62451278,62040.59738
1235,House_1235,Suburb,65.16668254,39.10328691,15.13911864,0,0.358150396,7.797471865,47.83635927,9.357456966,9,384.2993476,19.14837198,105.7799803,3.666863762,113609.3499
1236,House_1236,Countryside,36.85263437,23.42033709,0.220591337,0,0.628812898,6.483718563,96.89276772,9.783040041,22,538.0523216,13.32688612,148.6325751,24.32595526,95273.14964
1237,House_1237,City Center,86.43582498,21.95539232,20.75160342,1,0.72164298,7.63854085,77.40916785,9.451731744,6,464.5106703,19.37958572,332.4622618,38.54458624,40487.16338
1238,House_1238,City Center,47.32099067,95.98628027,19.84028037,1,0.775622043,4.996037919,89.92469012,3.446994897,11,391.0542352,20.5506073,308.0342598,2.790354091,2555.05641
1239,House_1239,Countryside,96.81934279,61.63004859,1.15202632,0,0.677470547,7.988499732,34.03777,5.587991602,2,425.3381272,18.51478767,388.4798272,26.72557096,59300.60763
1240,House_1240,Countryside,18.55255157,55.68784432,11.04750322,1,0.391594899,4.647433893,99.2118089,2.579094732,23,206.4883353,12.43725695,398.3896234,31.22882058,101906.7975
1241,House_1241,Countryside,86.8623168,41.57751035,29.37095522,1,0.72610396,6.276592848,11.18044879,8.255886897,12,585.2626397,16.40653687,96.29781879,9.311228543,82141.49074
1242,House_1242,Suburb,77.65968528,42.89443334,12.62209688,1,0.706405108,4.284042679,6.244317699,8.995885346,12,220.5023443,18.60066002,360.1799945,11.64989744,127851.1428
1243,House_1243,Countryside,77.09218446,54.09050038,15.05836215,0,0.31465613,5.85315913,85.70466008,8.661599554,16,614.6587465,21.78513135,37.80620054,8.861662363,109379.2292
1244,House_1244,Suburb,84.47832281,69.6429807,27.29790474,1,0.547048601,4.909051257,92.79922215,4.900302538,22,470.4982607,21.51808388,283.9200836,12.59909283,43199.70819
1245,House_1245,Suburb,76.10239909,70.21460962,21.51785628,1,0.499770148,4.600220584,9.967950397,7.828064962,24,463.9095956,15.95703154,88.03975507,5.293219809,148940.442
1246,House_1246,Countryside,62.62203216,17.16939077,17.46210393,0,0.701647239,8.801910108,12.22931525,1.878212526,12,552.2893139,18.15931072,120.1244628,15.44356698,66598.40108
1247,House_1247,City Center,13.12448777,50.01127521,23.93414044,1,0.429681487,3.960444633,4.284241618,1.362202936,21,629.7797663,20.90815147,378.5284711,15.38823862,-12166.59267
1248,House_1248,City Center,3.252617949,41.1958095,25.93098799,0,0.654523154,7.723955025,11.3462487,7.779127729,18,671.3230732,20.31046247,105.2604947,32.48343081,111309.4958
1249,House_1249,Suburb,92.08478478,87.05269663,13.70664215,1,0.847923577,8.904989757,21.73256186,4.828197469,13,471.6849436,16.79421834,269.2711477,32.23737431,49201.82524
1250,House_1250,Suburb,61.66503145,63.14189212,14.25325095,1,0.778681423,3.119408902,97.03758527,9.959943383,15,275.329116,14.61241331,71.25140315,32.07221117,33955.03263
1251,House_1251,Suburb,79.6537291,53.25040664,11.58152807,1,0.852874642,7.194164484,67.118162,1.875287943,16,639.3154631,13.37099947,37.35599103,23.11440062,29297.70214
1252,House_1252,City Center,48.15223515,11.53946422,29.0011842,1,0.88710358,4.517470833,78.07674953,8.700649134,4,220.3360092,16.87980155,135.7268101,13.70934679,72061.94976
1253,House_1253,Suburb,11.7308189,60.56378893,20.91498763,1,0.306402076,3.242926946,77.83780097,5.31984759,12,603.6685854,19.22845875,249.6784403,17.02761614,87295.26365
1254,House_1254,Suburb,12.51857922,11.72039057,2.496691986,1,0.673644766,5.417337474,53.97230123,8.44435176,17,540.2108132,21.69769713,99.1780575,13.39199669,119906.5955
1255,House_1255,City Center,68.55652872,33.72065756,25.8887887,0,0.547703639,8.611306861,79.95140879,8.35414554,1,652.3638037,20.61814905,120.0675195,23.69518829,41792.71201
1256,House_1256,Countryside,43.03058949,14.28419648,14.41679823,1,0.815912694,3.070590566,59.98494571,9.243928012,22,648.7315751,14.04240955,283.4919274,37.58118573,-33187.46631
1257,House_1257,City Center,20.05247267,69.2073647,2.062617193,1,0.451088821,6.527314152,32.14006366,3.680650102,18,226.5770427,19.19778127,41.11840919,12.09537458,119041.3945
1258,House_1258,Countryside,49.15945467,20.62521138,16.49151765,1,0.888617693,6.008378872,56.54990077,9.548194181,22,504.7232036,14.89101254,178.7620367,18.89522089,62378.01706
1259,House_1259,Countryside,6.420893708,39.18593732,12.51492837,0,0.668224782,8.240304986,53.81735003,2.365002643,16,262.3357276,18.83472594,376.693812,26.54956028,76731.17702
1260,House_1260,Suburb,58.19714019,89.56747776,26.33248215,0,0.776122441,3.504010287,82.52185232,1.737718998,1,239.2343059,18.6580546,158.788665,33.94310156,33577.64283
1261,House_1261,Suburb,26.89934044,20.43163834,6.119838108,0,0.351359732,7.089156179,98.19099452,4.884539656,10,424.1385729,14.72430603,173.6804112,10.8800229,96111.34336
1262,House_1262,Countryside,79.75591006,50.7805064,24.79393828,1,0.410074731,7.080658191,41.69321398,8.454906718,19,248.7987699,14.3438862,295.2817214,11.93130809,111621.7302
1263,House_1263,Suburb,31.03619589,41.92716612,16.73066074,1,0.755042204,7.014480101,76.57567717,5.260790176,16,563.9511916,13.03937763,311.6046088,35.52145576,102791.6862
1264,House_1264,Countryside,45.52201491,1.812404105,1.638309096,0,0.313191913,8.65400697,10.8765374,8.463580098,14,684.4703553,12.50539637,307.8425559,4.130066679,172500.2199
1265,House_1265,Suburb,1.162053991,79.27581136,29.15535904,0,0.790126792,7.938525174,77.90630558,7.567181252,2,484.7914789,20.58451059,399.14681,24.61245663,91628.9784
1266,House_1266,City Center,7.244688779,6.904590631,15.37845732,0,0.308369411,3.251836357,37.77027429,2.884855475,24,317.5844348,12.49849395,28.58043499,34.55776123,96300.2634
1267,House_1267,Countryside,39.24935564,47.4255021,8.726305627,1,0.694271303,5.826497104,4.899626126,9.539934624,6,621.6031958,12.88741167,392.9013139,36.94796726,92843.00295
1268,House_1268,Countryside,47.99388347,56.06782949,14.08220526,0,0.519056352,5.387718337,36.96137168,1.547030518,22,626.5516875,14.38852035,380.0758468,1.494802915,136434.8115
1269,House_1269,Suburb,60.00205481,62.84264566,25.73573351,1,0.666896912,4.860883327,61.45363234,9.084517368,23,566.3929862,20.87658328,340.8555601,15.41697312,15852.98437
1270,House_1270,City Center,29.16625787,68.86316293,9.147093732,1,0.717618844,5.708020351,12.8057666,3.739991041,5,507.5660924,15.3294036,181.6502303,11.03332666,85060.66714
1271,House_1271,Suburb,69.49818861,25.32723835,5.780291895,1,0.505485132,5.30516511,92.47941475,5.501332748,12,633.8962274,13.91799557,348.3609487,23.15327096,160760.6583
1272,House_1272,City Center,86.01223972,0.997877666,3.872137408,0,0.364777469,5.594003399,8.689568914,4.801166854,4,281.645841,19.15555496,88.33296492,25.6816288,-5503.564876
1273,House_1273,Suburb,77.98509889,72.34436624,8.935781952,1,0.341787521,8.875571194,93.07066526,2.546511012,22,665.8000632,15.19069755,316.6623342,39.99120463,172744.3441
1274,House_1274,Countryside,3.961882535,53.56565993,23.40144261,0,0.653361614,3.531797848,71.00661428,4.223321798,24,673.6015746,15.33366638,74.09532125,20.99773738,150892.0308
1275,House_1275,City Center,48.05069473,83.61177032,14.14879096,0,0.612393212,8.533385219,33.64150537,2.736409927,4,635.996187,19.38976596,326.1448014,22.50720827,139814.6082
1276,House_1276,City Center,10.49301784,82.13883629,6.824448111,0,0.745320605,5.881420281,39.68428442,2.834978279,5,325.3310174,14.51652816,245.8116533,17.1582268,22220.1141
1277,House_1277,Suburb,24.20450159,84.33261678,4.985549988,0,0.605841306,6.742453473,74.34012711,2.683511524,7,629.0891932,20.96760048,39.21251181,6.759412276,94995.11583
1278,House_1278,City Center,98.66625933,48.509466,9.981884295,1,0.553467474,7.9810978,60.54563899,5.401156423,6,448.8191059,17.61421678,358.1278221,12.82966097,136876.3553
1279,House_1279,Suburb,14.24955429,33.36283958,28.19773119,1,0.538852307,5.162778175,67.49264922,8.181382308,13,497.4651187,17.37831711,231.1828782,10.63241179,21855.15746
1280,House_1280,City Center,49.88881535,79.15582026,10.29080138,1,0.315868142,5.582531449,39.52729703,6.120730304,4,620.3003113,14.64752235,262.4993113,32.24756796,97411.57334
1281,House_1281,Suburb,61.81557343,45.1294113,29.64372228,1,0.501334321,5.457110882,49.2935347,9.038859297,13,214.7914223,20.3509434,113.4040143,22.28684044,75320.62101
1282,House_1282,Suburb,70.24649705,18.34421964,14.55691367,0,0.885612095,5.248386135,98.99688092,6.728900397,4,381.4712961,17.72749551,348.6542016,12.55155158,47433.19037
1283,House_1283,Suburb,55.96486835,85.49740196,5.374917549,0,0.824133346,8.55317593,22.17836418,7.204061041,10,607.8466886,13.55516548,218.0802941,20.07462321,48303.39994
1284,House_1284,Countryside,0.977084742,88.25598768,26.73420275,0,0.49762684,7.973579347,42.36776247,7.008465068,20,606.9773919,14.06298237,168.4481137,9.535730441,192957.1484
1285,House_1285,City Center,32.64613082,46.63097561,13.81066119,0,0.652677243,3.653999939,29.89049557,5.045132739,1,624.3439634,16.68255909,213.7126981,8.219958872,110629.5975
1286,House_1286,Countryside,51.77116434,7.569972731,21.29014031,1,0.808378047,3.648740115,76.74603953,7.2040494,21,284.6079501,19.79641822,281.3252326,34.53774725,33348.15832
1287,House_1287,Countryside,8.786649914,38.78260899,29.5113475,0,0.564764602,5.567217089,76.63724994,1.627369718,8,552.9433091,21.39295274,278.0191503,37.84762332,67808.39787
1288,House_1288,Countryside,35.06269312,80.35376595,1.50526051,1,0.310774718,3.59194426,29.95210064,8.738663247,7,273.2516703,18.6349863,143.0308404,4.120569705,61394.91472
1289,House_1289,Countryside,3.320310879,90.17740285,2.900836794,0,0.344706277,6.714558572,9.057641347,8.000309291,5,592.5490045,17.0614325,154.103312,30.83042558,-4734.862125
1290,House_1290,City Center,7.857849716,20.34727425,21.61370224,0,0.606235633,3.862149644,2.131834991,3.207069624,3,322.5630022,14.50731978,224.8952771,18.67914992,132795.2307
1291,House_1291,City Center,39.69232762,6.697361203,8.454750099,0,0.881663625,6.134239584,43.31760279,7.912292088,15,568.9088638,18.7286796,369.7628483,16.16989401,98176.171
1292,House_1292,Countryside,13.2715754,87.73504531,5.529041909,0,0.715925725,3.043319682,41.62342184,1.113783413,17,427.5008093,21.82239756,298.1721068,27.88704107,97610.90719
1293,House_1293,City Center,56.75408483,38.9404939,1.180856395,1,0.342549715,4.89957809,98.85059799,2.955219152,23,693.1317323,16.76222476,156.1659941,11.38389373,53549.58119
1294,House_1294,City Center,68.94649691,54.17609643,0.65540136,1,0.413616525,7.063144342,47.51040549,1.586235148,13,489.9469154,13.62141879,134.8130506,1.802667825,109646.3857
1295,House_1295,Suburb,80.05866991,96.80658121,23.23456809,1,0.762793886,5.904233641,26.38541859,8.02204225,15,516.2896821,13.03340581,209.4546697,9.346111065,99680.67137
1296,House_1296,City Center,20.01502442,6.656472791,4.033002821,1,0.804863856,8.869616916,89.23171466,7.802867361,19,384.0817569,14.69256183,347.9965476,8.212077992,178038.988
1297,House_1297,Countryside,16.74825823,64.83180075,14.03161848,0,0.670616752,8.244622776,49.61572702,8.322724214,20,567.2600789,17.69442019,3.471696638,2.327925881,216418.4713
1298,House_1298,City Center,10.45678403,7.410542257,18.17690446,0,0.686653902,5.154424674,60.31838789,1.04033524,14,447.4428206,21.46805301,284.1944273,13.53130123,68484.01461
1299,House_1299,Countryside,63.64302495,37.54689285,12.85055402,1,0.31700247,3.272919249,10.47120233,5.51109454,21,209.0333175,14.99165083,117.8049022,19.50622281,33113.52572
1300,House_1300,City Center,70.64757265,80.38145452,0.81319957,1,0.797118156,8.073757801,38.90872433,7.343525778,13,504.2907989,15.05391171,83.35899209,29.69731918,74625.30375
1301,House_1301,Countryside,3.158614483,43.34722328,23.50504508,0,0.772965125,8.467405862,94.47814377,2.398610159,12,615.2297952,16.81179659,4.855198727,13.70079169,90526.5117
1302,House_1302,City Center,93.62122462,99.71823539,0.315396736,0,0.455421086,7.923764361,59.36103303,6.848116548,24,318.400885,21.18542335,358.6362483,8.587070361,234249.4976
1303,House_1303,City Center,5.197128365,55.90592849,22.85669683,1,0.725206032,3.767699646,35.10568366,1.756990894,23,310.5318775,16.19055051,364.899388,9.994171001,-7436.036374
1304,House_1304,City Center,54.12963353,32.11621526,26.79913481,1,0.428912764,8.987490806,62.94105088,2.631932705,9,504.4430916,14.23229392,24.56697666,35.75590609,227612.9644
1305,House_1305,Countryside,70.90605195,22.01113259,12.98519763,1,0.324198097,4.551505329,91.13069787,5.282171335,3,608.9896382,13.63130915,208.7261292,8.98409585,104283.3233
1306,House_1306,Suburb,87.09691237,35.05205343,16.06627419,0,0.420681926,7.345229477,28.12506945,6.882086374,11,324.8101689,16.57015369,61.02978347,35.29038603,66613.65746
1307,House_1307,Countryside,71.40869321,37.25332738,14.30950178,1,0.407177326,8.448209258,51.00655513,2.312822143,10,666.1313256,20.00677436,303.4750219,18.43686082,59881.90102
1308,House_1308,City Center,80.17280831,6.871367772,11.67625856,1,0.502648798,4.414122686,95.91037474,2.667009977,1,663.6936783,14.91352405,266.1565887,37.44161686,38641.76184
1309,House_1309,Countryside,33.94501925,36.95741994,26.62273606,1,0.551069698,8.449551328,18.06721819,2.840017304,17,300.268336,17.12522639,118.8523252,16.91559332,82603.62281
1310,House_1310,City Center,81.48251137,46.42385197,26.81800532,1,0.605123335,4.856889475,72.24672863,3.148307242,13,331.892206,18.03008272,46.78411242,7.929634418,143360.7143
1311,House_1311,City Center,8.011484638,72.27377522,10.07449094,1,0.586052325,8.858479334,61.83361981,3.038984637,14,550.2994055,16.50470412,332.4882651,22.41216724,146121.7893
1312,House_1312,Suburb,89.48166561,65.67294847,18.45209262,0,0.462404764,4.687560122,68.28783798,4.556341976,1,675.8665545,13.91690241,269.7009917,23.92055751,138604.5509
1313,House_1313,City Center,54.75923762,70.87656552,27.80722686,1,0.317502401,8.720614949,35.77074344,6.884106858,2,554.9413444,21.21745678,2.727978001,25.78408283,85949.91346
1314,House_1314,City Center,81.729777,0.836368188,28.86175497,0,0.663060973,3.321267905,32.07405797,4.942286048,2,422.4500249,17.65449235,251.1487124,17.04837202,56885.46808
1315,House_1315,City Center,45.23182845,21.76673996,15.26877121,1,0.537446898,7.25563207,68.73675739,7.983765179,7,284.5006732,19.29134384,324.1184111,2.895452291,105744.3333
1316,House_1316,Suburb,64.35776952,66.16842884,13.58474416,1,0.479203294,6.192666803,22.33878523,7.473416554,9,430.5049244,18.36043005,236.3072238,25.442077,54922.55269
